bins	sample_01_reads_against_MAGs	sample_02_reads_against_MAGs	sample_03_reads_against_MAGs	sample_04_reads_against_MAGs	sample_05_reads_against_MAGs	sample_06_reads_against_MAGs	sample_07_reads_against_MAGs	sample_08_reads_against_MAGs	sample_09_reads_against_MAGs	sample_10_reads_against_MAGs	sample_11_reads_against_MAGs	sample_12_reads_against_MAGs	sample_13_reads_against_MAGs	sample_14_reads_against_MAGs	sample_15_reads_against_MAGs	sample_16_reads_against_MAGs	sample_17_reads_against_MAGs	sample_18_reads_against_MAGs	sample_19_reads_against_MAGs	sample_20_reads_against_MAGs	sample_21_reads_against_MAGs	sample_22_reads_against_MAGs	sample_23_reads_against_MAGs	sample_24_reads_against_MAGs
T3_N1K1_MAG_00002	3.479457871501792	1.0915493770322318	0.33548412407200995	0.18894419713427904	2.518294413713368	0.9542403116338856	0.15779003943885592	0.09432786635558663	0.565678733710414	10.25260252602526	3.7690761522999847	0.31154157695423107	5.556113253440227	5.7141917573021885	0.8789510972032797	5.398611678424476	0.7344304212272892	4.846202308176928	4.1910996033037256	1.9852121598139059	3.063780637806378	7.003627728584978	0.6793337164140872	5.899962845782304
T3_N1K1_MAG_00004	4.939754592038046	0.0570057665245	0.06855595451312418	0.014158294953797385	0.048436272210359475	0.0149034683724183	0.012667948116555555	0.014158294953797385	3.0652708574971337	0.5070905113715327	0.11065825266520588	0.01825674875621242	0.16878177931763724	0.1542508976545294	0.054025072850016335	0.08979339694382026	5.997155673061124	0.19784354264385293	0.3181890497511307	0.16952695273625817	0.05104437917553268	0.1561138312010817	0.05178955259415359	0.20827597050454574
T3_N1K1_MAG_00005	9.835669597137073	0.10247395301203276	0.08356506882528862	0.04269748042168032	0.09149460090360068	0.05245690451806439	0.03598787635541627	0.028058344277104207	7.989918514908435	0.3562189795180186	0.15981056957828918	0.07502557274095256	0.15493085753009714	0.16956999367467326	0.09210456490962468	0.18237923780117735	14.17190371596172	0.21043758207828156	0.19518848192768146	0.1738397417168413	0.08234514081324061	0.20799772605418554	0.06282629262047247	0.2592347025602019
T3_N1K1_MAG_00006	35.92318949941843	0.0	0.27702820557544916	0.0	0.03637744113617009	0.0	0.0	0.0	10.677245350916385	0.02052060782040364	0.012125813712056696	0.0009327549009274382	0.007462039207419505	0.08954447048903406	0.0	0.03451193133431521	36.77666023376703	0.013058568612984135	2.1425380074303257	0.0	0.0018655098018548763	1.3524946063447854	0.0	0.0
T3_N1P2K2_MAG_00001	0.10380067283745487	0.06347523159124938	0.01418858117922045	0.023149790345043893	0.02090948805358803	0.020162720623102745	0.0029870697219411472	0.007467674304852868	0.032110999510867336	3.184216323589263	0.2158157874102479	0.010454744026794015	0.1135086494337636	0.24493971719917407	0.06944937103513167	0.06422199902173467	0.05899462700833766	0.9879733105320344	0.18445155532986585	0.1642888347067631	0.04405927839863192	0.15159378838851323	0.050033417842514215	0.3718901803816728
T3_N1P2K2_MAG_00006	0.15777315207384043	0.5278583236050711	0.07336776207548959	0.2778885147638013	0.0720692176139765	0.02726943369177489	0.1749788661888889	0.12758199334366108	0.09706619849810348	11.494066301083116	1.7838754540036073	0.3415171933779427	0.2853551454175015	0.8434046277527519	1.3358776147815914	2.122795558458524	0.15712387984308387	5.059129222054999	1.9296370698084517	5.589584634583096	0.2110134749958771	0.47429336456765614	1.028122577402989	9.615397101389053
T3_N1P2K2_MAG_00007	0.4688748634147137	0.0896977999575974	0.010872460600920897	0.0	0.055041831792162044	0.000679528787557556	0.001359057575115112	0.0	0.14270104538708678	3.2746492272398626	0.35063685437969894	0.011551989388478453	0.04348984240368359	0.2772477453234829	0.007474816663133117	0.12231518176036009	0.5816766421492681	2.2458426428777227	0.7964077390174558	0.007474816663133117	0.008154345450690673	0.5626498360976564	0.008154345450690673	0.016308690901381345
T7_N1P2K2_MAG_00004	23.262222781867894	8.024493213894855	2.69696459885619	0.1345213876964881	3.549506795050301	3.51475830359929	0.02098671265853139	0.06915293843220999	5.672949262729904	38.622432181094	11.534434894916778	3.5261117711030856	12.491566609933734	19.405828319745297	0.1482831664889677	0.39393091793472856	9.569252883350691	22.06529207139198	17.166786910208867	1.1463561734135508	3.7053589398751323	19.078642028954093	0.10390142988322099	4.83726524555658
T7_N1P2K2_MAG_00005	0.10434836226431203	0.4280654406524618	0.01778665265868955	0.3450610615785773	0.04861685060041811	0.0023715536878252735	0.2229260466555757	0.14347899811342904	0.06403194957128239	18.742388794883137	1.7596928363663529	0.23478381509470206	0.2537562445973043	0.4837969523163558	1.9031718344797819	6.2122848852583035	0.1031625854203994	8.047867439635064	1.031625854203994	19.714725806891497	0.22174026981166306	0.3106735331051108	1.7347915226441875	33.20768051377339
T7_N1P2K2_MAG_00007	0.019707870239440768	0.13401351762819724	0.001970787023944077	0.982765795940113	0.001313858015962718	0.000656929007981359	0.27591018335217077	0.17342925810707877	0.010510864127701743	6.816295386814581	1.3020332938190535	0.08211612599766988	0.011167793135683102	0.0272625538312264	2.6671317724043173	7.41048767453372	0.012153186647655141	2.18987284810586	0.2177719661458205	26.21967903105599	0.003941574047888154	0.017737083215496694	2.4342504390749258	18.274451144025445
T7_N1P2K2_MAG_00008	0.7291399738301884	0.009903429186148569	0.0024758572965371426	0.0	0.40480266798382275	0.04827921728247427	0.0	0.0	0.16712036751625708	0.2401581577641028	0.05818264646862284	0.0	0.45184395661802845	4.679370290455199	0.0	1.9299307626507023	0.9705360602425598	0.11388943564070854	0.11265150699243998	0.0	0.05942057511689141	10.188152775250341	0.0	0.04827921728247427
sample_16_MAG_00001	0.5904676328573353	3.678633119671213	0.6856314742121521	3.1680805227290505	0.7237534878112627	0.3230487670917224	1.9041239829540946	1.1538262782664142	0.2242139170199542	19.741555338620902	11.009637527423141	3.014462927188931	2.8701640460841493	6.153740150754209	11.767842020116563	12.914326280949075	0.29932840307449804	13.92695991625582	10.560927308097313	20.65140072985301	1.7527654697013295	3.6111430363364914	9.614371829695694	24.356013295828802
