gene_callers_id	sample_01_reads_against_MAGs	sample_02_reads_against_MAGs	sample_03_reads_against_MAGs	sample_04_reads_against_MAGs	sample_05_reads_against_MAGs	sample_06_reads_against_MAGs	sample_07_reads_against_MAGs	sample_08_reads_against_MAGs	sample_09_reads_against_MAGs	sample_10_reads_against_MAGs	sample_11_reads_against_MAGs	sample_12_reads_against_MAGs	sample_13_reads_against_MAGs	sample_14_reads_against_MAGs	sample_15_reads_against_MAGs	sample_16_reads_against_MAGs	sample_17_reads_against_MAGs	sample_18_reads_against_MAGs	sample_19_reads_against_MAGs	sample_20_reads_against_MAGs	sample_21_reads_against_MAGs	sample_22_reads_against_MAGs	sample_23_reads_against_MAGs	sample_24_reads_against_MAGs
12011	26.352713178294575	0.0	2.0642201834862384	0.0	0.43425076452599387	0.0	0.0	0.0	6.063241106719367	0.0	0.0	0.0	0.8746177370030581	0.0	0.0	0.0	25.184782608695652	0.0	2.608695652173913	0.0	0.0	4.0549019607843135	0.0	0.0
12012	22.0609756097561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.3497267759562845	0.0	0.2777777777777778	0.0	0.3864734299516908	0.834319526627219	0.0	0.0	19.253521126760564	0.0	5.127764127764128	0.0	0.0	3.327319587628866	0.0	0.0
12013	18.051779935275082	0.0	2.632241813602015	0.0	0.0	0.0	0.0	0.0	10.934097421203438	0.0	0.0	0.6797385620915033	0.0	0.0	0.0	0.0	27.274725274725274	0.0	1.4857142857142858	0.0	0.0	1.5816993464052287	0.0	0.0
12014	19.40023752969121	0.0	1.791601866251944	0.0	1.692390139335477	0.0	0.0	0.0	8.89493670886076	0.26259378349410506	0.0	0.0	0.0	0.0	0.0	0.0	28.954856361149112	0.0	5.069339111592632	0.0	0.0	2.62363238512035	0.0	0.0
12015	26.33606557377049	0.0	1.6640826873385013	0.0	1.79328165374677	0.0	0.0	0.0	11.072222222222223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.33641975308642	0.0	4.5372168284789645	0.0	0.0	3.3359173126614987	0.0	0.0
12016	22.760523854069223	0.0	1.661807580174927	0.0	0.9510439164866811	0.16414686825053995	0.0	0.0	9.045347928068804	0.0	0.2865370770338373	0.0	0.0	0.0	0.0	0.0	29.6734375	0.0	3.9746450304259633	0.0	0.7357811375089993	4.62037037037037	0.0	0.21022318214542837
12017	23.819843342036553	0.0	3.823809523809524	0.0	0.8357142857142857	0.0	0.0	0.0	6.0948717948717945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.207729468599034	0.0	4.858513189448441	0.0	0.0	1.3395061728395061	0.0	0.0
12018	23.242962962962963	0.0	1.2991339107261826	0.0	0.0	0.0	0.0	0.0	10.876215738284705	0.0	0.0	0.0	0.0	0.7666666666666667	0.0	0.0	28.931174089068826	0.0	4.316901408450704	0.0	0.34444444444444444	5.933105802047781	0.0	0.0
12019	32.03510436432637	0.255050505050505	0.0	0.0	0.0	0.0	0.0	0.0	9.293867120954003	0.0	0.0	0.0	0.0	1.0016835016835017	0.0	0.0	27.13918439716312	0.0	5.10140562248996	0.0	0.0	2.756709956709957	0.0	0.0
12020	27.502183406113538	0.0	0.0	0.0	0.6096866096866097	0.0	0.0	0.0	7.2990936555891235	0.7037037037037037	0.0	0.0	0.0	0.0	0.0	0.0	42.2846975088968	0.0	4.7407407407407405	0.0	1.9088319088319088	2.547008547008547	0.0	1.190883190883191
12021	20.252331002331	0.0	2.062210796915167	0.0	0.0	0.0	0.0	0.0	9.432018834608593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.29066171923315	0.0	3.043103448275862	0.0	0.0	0.896	0.0	0.0
12022	45.03174603174603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.32843137254902	0.0	0.0	0.0	0.0	1.8933333333333333	0.0	0.0	28.42222222222222	0.9333333333333333	2.296774193548387	0.0	0.0	1.3466666666666667	0.0	0.0
12023	12.051470588235293	0.0	4.522988505747127	0.0	0.0	0.0	0.0	0.0	4.028735632183908	0.0	1.0632183908045978	0.0	0.0	0.45977011494252873	0.0	0.0	21.883040935672515	0.0	1.036144578313253	0.0	0.0	1.7873563218390804	0.0	0.0
12024	12.747863247863247	0.0	0.4925925925925926	0.0	0.0	0.0	0.0	0.0	4.188888888888889	0.0	0.0	0.2740740740740741	0.34814814814814815	0.0	0.0	0.0	27.774074074074075	0.0	2.466666666666667	0.0	0.0	0.6518518518518519	0.0	0.0
12025	19.6280193236715	0.0	5.127272727272727	0.0	0.2926829268292683	0.0	0.0	0.0	10.229508196721312	0.0	0.0	0.0	0.0	0.34099616858237547	0.0	0.0	29.43913043478261	0.0	5.73936170212766	0.0	0.0	3.5632183908045976	0.0	0.0
12026	32.07293666026872	0.0	1.6355311355311355	0.0	0.0	0.0	0.0	0.0	12.022448979591836	0.0	0.0	0.0	0.0	1.4377289377289377	0.0	0.0	32.209349593495936	0.0	3.6556776556776556	0.0	0.0	6.382783882783883	0.0	0.3076923076923077
12027	21.239583333333332	0.0	2.3380547686496693	0.0	0.7753623188405797	0.0	0.0	0.0	11.508101851851851	0.1359773371104816	0.0	0.3663833805476865	0.0	0.21340887629839472	0.0	0.0	40.150903294367694	0.0	2.4774774774774775	0.0	0.6496694995278565	1.941340782122905	0.0	0.0
12028	23.773851590106005	0.0	2.875	0.0	0.0	0.0	0.0	0.0	7.120754716981132	0.0	1.1153846153846154	0.0	0.0	0.0	0.0	0.0	27.757142857142856	0.0	1.2788461538461537	0.0	0.0	4.337620578778135	0.0	0.0
12029	30.404285714285713	0.0	1.231722428748451	0.0	0.8294117647058824	0.0	0.0	0.0	11.28158295281583	0.0	0.0	0.0	0.7757125154894672	0.0	0.0	0.0	25.96712328767123	0.0	2.891644908616188	0.0	0.0	2.8060897435897436	0.0	0.0
