gene_callers_id	sample_01_reads_against_MAGs	sample_02_reads_against_MAGs	sample_03_reads_against_MAGs	sample_04_reads_against_MAGs	sample_05_reads_against_MAGs	sample_06_reads_against_MAGs	sample_07_reads_against_MAGs	sample_08_reads_against_MAGs	sample_09_reads_against_MAGs	sample_10_reads_against_MAGs	sample_11_reads_against_MAGs	sample_12_reads_against_MAGs	sample_13_reads_against_MAGs	sample_14_reads_against_MAGs	sample_15_reads_against_MAGs	sample_16_reads_against_MAGs	sample_17_reads_against_MAGs	sample_18_reads_against_MAGs	sample_19_reads_against_MAGs	sample_20_reads_against_MAGs	sample_21_reads_against_MAGs	sample_22_reads_against_MAGs	sample_23_reads_against_MAGs	sample_24_reads_against_MAGs
13285	0.0	0.8368794326241135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8546099290780141	0.5319148936170213	0.0	0.43617021276595747	0.3546099290780142	0.4858156028368794	0.20567375886524822	0.0	1.0	0.8262411347517731	0.6347517730496454	0.23049645390070922	0.0	0.44680851063829785	0.0
13286	0.0	0.4794520547945205	0.0	0.2420091324200913	0.0	0.2420091324200913	0.0	0.7579908675799086	0.0	1.0	0.0	0.589041095890411	0.1187214611872146	0.5844748858447488	0.8858447488584474	0.0	0.0	1.0	0.4474885844748858	0.3424657534246575	0.0	0.0	0.5707762557077626	1.0
13287	0.0	0.3738095238095238	0.3142857142857143	0.0	0.5714285714285714	0.35	0.0	0.23095238095238096	0.0	1.0	0.7261904761904762	0.6523809523809524	0.6952380952380952	0.6071428571428571	0.22142857142857142	0.21666666666666667	0.0	0.9809523809523809	0.5071428571428571	0.1	0.07857142857142857	0.0	0.12380952380952381	0.7333333333333333
13288	0.569047619047619	0.7095238095238096	0.5571428571428572	0.16904761904761906	0.5857142857142857	0.0	0.0	0.0	0.22380952380952382	1.0	0.8047619047619048	0.44761904761904764	0.7380952380952381	0.7404761904761905	0.0	0.21666666666666667	0.0	0.9595238095238096	0.05238095238095238	0.6547619047619048	0.0	0.4095238095238095	0.27380952380952384	1.0
13289	0.0	0.6638418079096046	0.2937853107344633	0.0	1.0	0.2768361581920904	0.4322033898305085	0.5084745762711864	0.0	1.0	0.5141242937853108	0.3672316384180791	0.10451977401129943	0.5903954802259888	0.7429378531073446	0.0	0.0	1.0	0.3446327683615819	0.5734463276836158	0.2853107344632768	0.3389830508474576	0.24293785310734464	0.635593220338983
13290	0.013422818791946308	0.5615212527964206	0.38031319910514544	0.0	0.0	0.5906040268456376	0.2662192393736018	0.3333333333333333	0.18344519015659955	1.0	0.5615212527964206	0.0	0.668903803131991	0.3713646532438479	0.727069351230425	0.37583892617449666	0.0	0.8903803131991052	0.6577181208053692	0.9977628635346756	0.2371364653243848	0.3378076062639821	0.0	0.19910514541387025
13291	0.9472222222222222	0.8972222222222223	0.0	0.0	0.38055555555555554	0.2916666666666667	0.0	0.0	0.0	1.0	0.8388888888888889	0.0	0.5722222222222222	0.8	0.28055555555555556	0.0	0.0	1.0	0.7861111111111111	0.044444444444444446	0.0	0.9472222222222222	0.4777777777777778	0.7833333333333333
13292	0.0	0.3882783882783883	0.4432234432234432	0.47435897435897434	0.0	0.22344322344322345	0.1813186813186813	0.38095238095238093	0.0	1.0	0.0	0.0	0.38461538461538464	0.5018315018315018	0.2857142857142857	0.5238095238095238	0.0	1.0	0.3315018315018315	0.6153846153846154	0.41208791208791207	0.4249084249084249	0.3498168498168498	0.6391941391941391
13293	0.0	0.0	0.0	0.0	0.0	0.6808510638297872	0.5460992907801419	0.0	0.0	1.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.8794326241134752	0.0	0.0	0.0	0.0	0.0	0.0
13294	0.0	1.0	0.0	0.33725490196078434	0.32941176470588235	0.7058823529411765	0.0	0.0	0.0	1.0	0.11372549019607843	0.5372549019607843	0.25098039215686274	0.8274509803921568	0.0	0.0	0.0	1.0	0.0	0.0	0.5450980392156862	0.7764705882352941	0.5843137254901961	0.0
