Assembly	# contigs (>= 1000 bp)	# contigs (>= 1200 bp)	# contigs (>= 1679 bp)	# contigs (>= 2500 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	Total length (>= 1000 bp)	Total length (>= 1200 bp)	Total length (>= 1679 bp)	Total length (>= 2500 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	# N's per 100 kbp
sample_06_contigs_fixed	9289	5377	1918	525	32	2	0	13571478	9322309	4521593	1781597	205868	34032	0	9289	23163	13571478	57.70	1394	1149	3408	6108	0.00
