Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
sample_05_read1_unpaired_cleaned	3.582886956996134	63.0	99.27866747140821	98	27.27272727272727	518593.0
sample_05_read2_paired_cleaned	5.58944320522248	60.0	129.2556506168941	144	18.181818181818183	25703521.0
sample_05_read2_unpaired_cleaned	1.9599271366541302	59.0	99.1192703073098	98	27.27272727272727	349517.0
sample_06_read1_paired_cleaned	5.396385080264764	61.0	130.22437976383614	148	18.181818181818183	25367555.0
sample_06_read1_unpaired_cleaned	3.7100526964434835	63.0	99.40858304929183	98	27.27272727272727	540414.0
sample_06_read2_paired_cleaned	5.54176036735565	61.0	130.0263349778881	146	18.181818181818183	25367555.0
sample_06_read2_unpaired_cleaned	1.9391765300202906	60.0	99.01540631408344	98	27.27272727272727	323309.0
sample_07_read1_paired_cleaned	4.344017801760813	61.0	128.97273079334977	142	18.181818181818183	15728107.0
sample_07_read1_unpaired_cleaned	3.697313422694805	63.0	99.22705235404896	98	27.27272727272727	331875.0
sample_07_read2_paired_cleaned	4.444908210463055	61.0	128.7994969769725	142	18.181818181818183	15728107.0
sample_07_read2_unpaired_cleaned	1.89643346396619	60.0	99.14800548410263	98	27.27272727272727	214438.0
sample_08_read1_paired_cleaned	5.013349495660847	60.0	128.40812906273362	140	18.181818181818183	12905104.0
sample_08_read1_unpaired_cleaned	4.590557667599043	62.0	98.93339152203417	98	27.27272727272727	208517.0
sample_08_read2_paired_cleaned	5.22688172113854	60.0	128.4232204560304	140	18.181818181818183	12905104.0
sample_08_read2_unpaired_cleaned	1.99636001132005	59.0	99.4123359349144	98	27.27272727272727	238701.0
sample_09_read1_paired_cleaned	4.458777799504702	63.0	129.2934787044193	144	18.181818181818183	38523204.0
sample_09_read1_unpaired_cleaned	3.121841023067944	64.0	99.13963068774471	98	27.27272727272727	910774.0
sample_09_read2_paired_cleaned	4.598584679757678	63.0	129.0365435336064	142	18.181818181818183	38523204.0
sample_09_read2_unpaired_cleaned	1.6660022995783947	62.0	98.70732408417244	98	27.27272727272727	473124.0
sample_10_read1_paired_cleaned	10.17102591948263	61.0	143.45972085375087	150	18.181818181818183	111518389.0
sample_10_read1_unpaired_cleaned	6.050204463373376	64.0	100.18212253577089	98	18.181818181818183	6133409.0
sample_10_read2_paired_cleaned	10.198140969018027	61.0	142.61428591835198	150	27.27272727272727	111518389.0
sample_10_read2_unpaired_cleaned	2.712679521934078	61.0	100.22240896829332	98	27.27272727272727	1665958.0
sample_11_read1_paired_cleaned	4.814862654634908	62.0	129.51067005808054	144	18.181818181818183	41285436.0
sample_11_read1_unpaired_cleaned	3.1389319650644723	65.0	99.12265079790627	98	18.181818181818183	854173.0
sample_11_read2_paired_cleaned	4.950524203193979	62.0	129.33393596715317	144	18.181818181818183	41285436.0
sample_11_read2_unpaired_cleaned	1.6915926405573884	62.0	98.95380380677591	98	27.27272727272727	572558.0
sample_12_read1_paired_cleaned	6.519360133618619	61.0	122.58281144186063	124	18.181818181818183	31093789.0
sample_12_read1_unpaired_cleaned	4.205237499162479	63.0	98.2825392605682	98	27.27272727272727	511582.0
sample_12_read2_paired_cleaned	6.733178551289825	61.0	122.45858643988355	124	18.181818181818183	31093789.0
sample_12_read2_unpaired_cleaned	2.051115853864232	60.0	98.19240716233239	96	27.27272727272727	313585.0
sample_13_read1_paired_cleaned	4.5823560128155805	63.0	128.64539117434543	142	18.181818181818183	41579171.0
sample_13_read1_unpaired_cleaned	3.3817402441068936	64.0	98.91043438962447	98	18.181818181818183	878451.0
sample_13_read2_paired_cleaned	4.715203266072692	63.0	128.43093495057897	140	18.181818181818183	41579171.0
sample_13_read2_unpaired_cleaned	1.6977468300550385	62.0	98.70219557575419	98	27.27272727272727	519727.0
sample_14_read1_paired_cleaned	4.70327989138039	61.0	125.36740202328347	132	18.181818181818183	70836243.0
sample_14_read1_unpaired_cleaned	3.6721825158757753	63.0	98.51409228170128	98	27.27272727272727	1122281.0
sample_14_read2_paired_cleaned	4.84134511940762	61.0	125.32901565657569	132	18.181818181818183	70836243.0
sample_14_read2_unpaired_cleaned	1.5935601896845952	60.0	98.60748074492271	98	27.27272727272727	907423.0
sample_15_read1_paired_cleaned	4.334875612876246	61.0	120.31984761956916	120	18.181818181818183	34768769.0
sample_15_read1_unpaired_cleaned	3.6218409183663596	61.0	97.9191505555411	96	27.27272727272727	614896.0
sample_15_read2_paired_cleaned	4.499533470286082	61.0	120.21719135353915	120	18.181818181818183	34768769.0
sample_15_read2_unpaired_cleaned	1.4774251791883017	59.0	97.94279583748693	96	27.27272727272727	329032.0
sample_16_read1_paired_cleaned	4.021763421423628	61.0	127.01924880684118	136	18.181818181818183	43907189.0
sample_16_read1_unpaired_cleaned	2.892037002648763	63.0	98.76715889634401	98	27.27272727272727	834028.0
sample_16_read2_paired_cleaned	4.1629215419890215	61.0	126.84266369227144	136	18.181818181818183	43907189.0
sample_16_read2_unpaired_cleaned	1.515198317569073	61.0	98.65497869270848	98	27.27272727272727	510154.0
sample_17_read1_paired_cleaned	10.071560611714574	62.0	147.63705180982703	150	18.181818181818183	53063524.0
sample_17_read1_unpaired_cleaned	4.845776870126031	64.0	100.46814197350429	98	27.27272727272727	3571596.0
sample_17_read2_paired_cleaned	9.794924997425852	62.0	147.1477211351436	150	18.181818181818183	53063524.0
sample_17_read2_unpaired_cleaned	2.9593353939922906	61.0	100.40354141797158	98	27.27272727272727	512676.0
sample_18_read1_paired_cleaned	10.045645878136739	61.0	146.41413643404937	150	18.181818181818183	61600825.0
sample_18_read1_unpaired_cleaned	4.741021566156718	63.0	100.76610020728471	98	18.181818181818183	4488995.0
sample_18_read2_paired_cleaned	9.731929231382026	61.0	145.90941316126853	150	18.181818181818183	61600825.0
sample_18_read2_unpaired_cleaned	2.305181711368647	60.0	100.55839951664078	98	27.27272727272727	652103.0
sample_19_read1_paired_cleaned	8.543785377339418	60.0	145.81835752707616	150	18.181818181818183	47626295.0
sample_19_read1_unpaired_cleaned	4.888716868302851	63.0	100.72101976074624	98	27.27272727272727	3365966.0
sample_19_read2_paired_cleaned	8.291692629643265	60.0	145.37435313832412	150	18.181818181818183	47626295.0
sample_19_read2_unpaired_cleaned	2.488623384875339	60.0	100.44540980701332	98	27.27272727272727	440134.0
sample_20_read1_paired_cleaned	11.741576468890685	59.0	148.37203130846822	150	18.181818181818183	89901939.0
sample_20_read1_unpaired_cleaned	4.489661409271079	63.0	100.88926449635159	98	9.090909090909092	5753051.0
sample_20_read2_paired_cleaned	11.432824611018262	59.0	147.96370670047506	150	18.181818181818183	89901939.0
sample_20_read2_unpaired_cleaned	2.7757841664089824	59.0	101.0764124137276	98	27.27272727272727	1010752.0
sample_21_read1_paired_cleaned	4.231003056043818	63.0	121.89202040296196	124	18.181818181818183	35815192.0
sample_21_read1_unpaired_cleaned	3.4967687490424026	64.0	98.12902366952004	98	27.27272727272727	570903.0
sample_21_read2_paired_cleaned	4.361023230957727	63.0	121.77777782121062	124	18.181818181818183	35815192.0
sample_21_read2_unpaired_cleaned	1.5224719838665237	62.0	97.70980489009632	96	27.27272727272727	356312.0
sample_22_read1_paired_cleaned	10.286301943970017	61.0	147.8342426183183	150	18.181818181818183	63630216.0
sample_22_read1_unpaired_cleaned	4.312642409302299	63.0	100.76525578907763	98	27.27272727272727	3909647.0
sample_22_read2_paired_cleaned	9.982929260807339	61.0	147.418501801094	150	18.181818181818183	63630216.0
sample_22_read2_unpaired_cleaned	2.4613624079006513	60.0	100.78179661431591	98	27.27272727272727	703078.0
sample_23_read1_paired_cleaned	4.429496500272592	62.0	121.3953371168602	122	18.181818181818183	42807678.0
sample_23_read1_unpaired_cleaned	3.6519208654561623	63.0	98.37912321973084	98	27.27272727272727	683113.0
sample_23_read2_paired_cleaned	4.545227315011061	62.0	121.27269084765588	122	18.181818181818183	42807678.0
sample_23_read2_unpaired_cleaned	1.7420236590802034	60.0	97.99033261222283	96	27.27272727272727	414176.0
sample_24_read1_paired_cleaned	10.272847650757797	60.0	147.49370021438168	150	18.181818181818183	75756943.0
sample_24_read1_unpaired_cleaned	4.395811926879588	63.0	100.81566809061968	98	18.181818181818183	4109218.0
sample_24_read2_paired_cleaned	9.939220318175728	60.0	147.1224351806276	150	18.181818181818183	75756943.0
sample_24_read2_unpaired_cleaned	2.506048851008231	59.0	100.83186161801622	98	27.27272727272727	777211.0
