Assembly	# contigs (>= 1000 bp)	# contigs (>= 1200 bp)	# contigs (>= 1679 bp)	# contigs (>= 2500 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	Total length (>= 1000 bp)	Total length (>= 1200 bp)	Total length (>= 1679 bp)	Total length (>= 2500 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	# N's per 100 kbp
sample_01_contigs_fixed	144166	89731	37327	12860	1995	379	54	233617067	174364821	101399527	52601819	17343081	6811488	2126611	144166	121765	233617067	60.29	1539	1196	46929	90439	0.00
