gene_callers_id	sample_01_reads_against_MAGs	sample_02_reads_against_MAGs	sample_03_reads_against_MAGs	sample_04_reads_against_MAGs	sample_05_reads_against_MAGs	sample_06_reads_against_MAGs	sample_07_reads_against_MAGs	sample_08_reads_against_MAGs	sample_09_reads_against_MAGs	sample_10_reads_against_MAGs	sample_11_reads_against_MAGs	sample_12_reads_against_MAGs	sample_13_reads_against_MAGs	sample_14_reads_against_MAGs	sample_15_reads_against_MAGs	sample_16_reads_against_MAGs	sample_17_reads_against_MAGs	sample_18_reads_against_MAGs	sample_19_reads_against_MAGs	sample_20_reads_against_MAGs	sample_21_reads_against_MAGs	sample_22_reads_against_MAGs	sample_23_reads_against_MAGs	sample_24_reads_against_MAGs
23400	1.86328125	3.3684895833333335	0.9348958333333334	1.8489583333333333	1.0442708333333333	0.5065104166666666	0.44140625	0.23697916666666666	0.2526041666666667	10.13671875	3.8333333333333335	1.3841145833333333	1.7265625	2.0169270833333335	4.942708333333333	6.251302083333333	0.0	10.0078125	1.31640625	10.7890625	1.6223958333333333	1.4869791666666667	3.25	12.712239583333334
23401	0.059748427672955975	1.1761006289308176	1.5220125786163523	2.7641509433962264	0.4591194968553459	0.5031446540880503	1.1540880503144655	1.119496855345912	0.0	17.10062893081761	5.69811320754717	1.5534591194968554	3.610062893081761	1.7861635220125787	3.6729559748427674	7.745283018867925	0.0	13.39937106918239	4.10062893081761	13.223270440251572	1.2452830188679245	1.5314465408805031	3.4213836477987423	17.78301886792453
23402	0.2750455373406193	3.604735883424408	1.354280510018215	1.7304189435336976	0.994535519125683	0.18214936247723132	1.7003642987249545	1.3114754098360655	0.051001821493624776	11.783242258652095	3.612021857923497	3.04735883424408	2.5091074681238617	3.4608378870673953	2.3633879781420766	4.8096539162112935	0.1284153005464481	8.82695810564663	3.887978142076503	10.805100182149362	1.9198542805100183	3.3642987249544625	4.260473588342441	18.95446265938069
23403	0.0	1.2896825396825398	1.1507936507936507	0.7301587301587301	0.0	0.5515873015873016	2.261904761904762	0.0	0.0	11.345238095238095	3.1587301587301586	0.0	0.0	0.15476190476190477	0.5555555555555556	4.190476190476191	0.5793650793650794	3.5753968253968256	3.1626984126984126	8.88888888888889	0.5555555555555556	2.0952380952380953	2.0952380952380953	6.817460317460317
23404	0.3741496598639456	1.0204081632653061	0.06802721088435375	0.7891156462585034	0.7278911564625851	1.1020408163265305	3.306122448979592	0.05442176870748299	0.0	15.006802721088436	3.054421768707483	2.197278911564626	0.7687074829931972	3.5238095238095237	2.8843537414965987	2.5850340136054424	1.0	1.727891156462585	0.0	1.4489795918367347	0.0	4.244897959183674	0.10884353741496598	20.523809523809526
23405	0.7089201877934272	4.685446009389671	0.0	1.9953051643192488	1.5868544600938967	0.0	3.107981220657277	0.7769953051643192	1.15962441314554	11.657276995305164	4.086854460093897	0.2887323943661972	0.0	3.347417840375587	1.568075117370892	5.723004694835681	0.0	6.42018779342723	0.24647887323943662	14.072769953051644	0.7089201877934272	2.4812206572769955	2.3450704225352115	17.197183098591548
23406	1.6611635220125787	4.208333333333333	0.4748427672955975	1.4968553459119496	2.039308176100629	0.6619496855345912	4.6312893081761	1.7138364779874213	0.0	19.59512578616352	6.871069182389937	1.695754716981132	2.5966981132075473	2.4064465408805034	7.426100628930818	9.315251572327044	0.23663522012578617	10.16194968553459	4.172955974842767	12.496069182389936	2.4378930817610063	3.0943396226415096	6.011792452830188	23.26179245283019
23407	0.24493106244931062	1.4006488240064883	1.2068126520681266	1.275750202757502	1.3901054339010543	0.46877534468775345	0.3982157339821573	0.9464720194647201	0.45742092457420924	16.355231143552313	2.1362530413625302	1.4063260340632604	2.6220600162206003	1.7218167072181672	1.4452554744525548	2.2173560421735603	0.0	4.617193836171938	3.557177615571776	4.761557177615572	2.506082725060827	3.8694241686942417	1.8605028386050284	8.257907542579076
23408	0.84375	2.122916666666667	0.5083333333333333	1.8583333333333334	0.9583333333333334	0.0	0.48333333333333334	0.8666666666666667	0.0	13.283333333333333	8.04375	2.2333333333333334	0.99375	2.6708333333333334	2.8208333333333333	3.504166666666667	0.0	5.547916666666667	1.9583333333333333	5.527083333333334	0.2708333333333333	0.71875	2.03125	7.275
23409	6.0	10.572072072072071	0.0	0.12612612612612611	1.045045045045045	0.0	0.6576576576576577	1.3603603603603605	3.2117117117117115	13.27027027027027	11.693693693693694	3.126126126126126	1.9144144144144144	2.9594594594594597	9.126126126126126	6.657657657657658	0.6756756756756757	10.5990990990991	7.594594594594595	7.117117117117117	3.626126126126126	5.981981981981982	8.175675675675675	12.657657657657658
23410	3.1378026070763503	5.018621973929236	1.6089385474860336	6.199255121042831	1.7504655493482308	0.39106145251396646	1.2811918063314711	0.9013035381750466	0.5623836126629422	20.335195530726256	9.577281191806332	1.8659217877094971	6.845437616387337	10.655493482309124	4.934823091247672	7.316573556797021	1.9664804469273742	12.316573556797021	6.219739292364991	11.625698324022347	1.9329608938547487	3.1247672253258845	6.044692737430168	22.51024208566108
23411	4.158576051779935	8.679611650485437	0.9902912621359223	2.3333333333333335	1.3203883495145632	2.663430420711974	0.0	2.2588996763754046	2.0614886731391584	29.42071197411003	6.433656957928803	4.132686084142395	2.9676375404530746	2.9644012944983817	4.527508090614886	8.381877022653722	0.0	10.045307443365695	7.2783171521035595	6.5954692556634305	2.0970873786407767	5.566343042071197	6.336569579288026	18.980582524271846
23412	1.5747126436781609	0.6896551724137931	0.0	1.0	0.0	0.0	2.2758620689655173	0.6206896551724138	0.0	2.0344827586206895	2.4482758620689653	0.0	1.5402298850574712	0.6206896551724138	1.206896551724138	1.7011494252873562	0.0	1.7471264367816093	2.206896551724138	3.781609195402299	0.0	0.6091954022988506	0.0	7.35632183908046
23413	0.9460154241645244	2.563838903170523	1.2450728363324763	2.2964867180805486	0.5544130248500428	0.20222793487574978	1.7052270779777206	0.258783204798629	0.258783204798629	12.568123393316196	3.8003427592116537	1.271636675235647	2.993144815766924	3.2647814910025708	2.2082262210796917	6.997429305912596	0.7763496143958869	7.530419880034276	2.639245929734362	12.197943444730077	0.7643530419880035	1.2810625535561269	2.726649528706084	15.742073693230505
23414	0.49834983498349833	1.9026402640264026	1.297029702970297	2.636963696369637	0.4389438943894389	0.0	0.7112211221122112	1.391089108910891	0.40924092409240925	14.176567656765677	4.33993399339934	1.0396039603960396	2.3564356435643563	2.245874587458746	3.283828382838284	6.551155115511551	0.0	7.465346534653466	2.947194719471947	7.843234323432343	3.34983498349835	1.4026402640264026	1.0066006600660067	14.427392739273927
23415	0.4793187347931874	5.065693430656935	0.18369829683698297	1.8126520681265206	0.48418491484184917	0.36739659367396593	0.3661800486618005	0.35523114355231145	1.3868613138686132	14.872262773722628	3.3175182481751824	2.721411192214112	1.4038929440389294	2.878345498783455	2.734793187347932	3.380778588807786	0.7347931873479319	6.381995133819951	2.2226277372262775	8.645985401459853	1.8746958637469586	1.8357664233576643	4.514598540145985	15.212895377128953
23416	0.23686274509803923	2.228235294117647	0.6729411764705883	2.5215686274509803	1.3247058823529412	0.15058823529411763	1.5137254901960784	2.535686274509804	0.47372549019607846	14.122352941176471	4.273725490196078	2.4792156862745096	2.0007843137254904	2.2909803921568628	6.1129411764705885	7.444705882352941	0.0	7.845490196078432	3.76078431372549	4.509019607843137	1.7788235294117647	1.064313725490196	3.16078431372549	21.339607843137255
23417	0.0	7.437984496124031	0.4844961240310077	3.143410852713178	0.0	1.445736434108527	1.87984496124031	3.0813953488372094	0.5852713178294574	15.994186046511627	2.695736434108527	3.0387596899224807	4.852713178294573	1.5755813953488371	6.494186046511628	6.3934108527131785	0.0	6.953488372093023	4.354651162790698	6.077519379844961	2.0717054263565893	2.1511627906976742	5.5813953488372094	16.602713178294575
23418	0.0	0.8373015873015873	0.5634920634920635	4.0	0.6944444444444444	1.1507936507936507	3.0198412698412698	1.7103174603174602	0.0	20.36111111111111	4.853174603174603	2.238095238095238	0.4603174603174603	0.5952380952380952	3.3095238095238093	10.051587301587302	0.0	11.277777777777779	4.7976190476190474	5.726190476190476	2.0396825396825395	3.3253968253968256	2.2896825396825395	23.08730158730159
23419	0.0	1.65	0.0	1.8833333333333333	0.0	0.17777777777777778	0.0	0.8777777777777778	0.0	6.183333333333334	1.3222222222222222	1.538888888888889	0.2777777777777778	0.011111111111111112	3.0722222222222224	7.877777777777778	0.0	3.15	2.5722222222222224	3.411111111111111	0.0	0.5555555555555556	2.688888888888889	7.688888888888889
23420	0.3282312925170068	0.41156462585034015	0.7687074829931972	1.8571428571428572	0.0	0.0	1.2551020408163265	0.0	0.0	7.1938775510204085	0.272108843537415	0.0	1.4149659863945578	0.6207482993197279	0.391156462585034	1.4744897959183674	0.0	1.7976190476190477	0.4965986394557823	3.5306122448979593	0.0	1.1581632653061225	1.4200680272108843	1.4251700680272108
23421	0.0	1.0942622950819672	0.825136612021858	1.6038251366120218	1.2950819672131149	0.0	1.599726775956284	0.40437158469945356	0.0	9.28415300546448	2.769125683060109	1.1885245901639345	2.0081967213114753	2.558743169398907	4.2349726775956285	7.244535519125683	0.0	7.923497267759563	1.8360655737704918	7.994535519125683	1.3387978142076502	1.349726775956284	3.842896174863388	20.93032786885246
23422	0.4825174825174825	2.634032634032634	0.6433566433566433	2.6666666666666665	0.0	0.0	3.2564102564102564	2.682983682983683	0.013986013986013986	19.23076923076923	5.31934731934732	1.7622377622377623	4.023310023310024	1.780885780885781	3.648018648018648	7.058275058275059	0.351981351981352	4.874125874125874	3.3076923076923075	11.403263403263404	1.8741258741258742	2.0093240093240095	2.4312354312354314	19.074592074592076
23423	0.0	2.4742268041237114	1.0378006872852235	0.7319587628865979	0.3161512027491409	0.0	0.041237113402061855	1.161512027491409	0.0	11.542955326460481	2.7353951890034365	0.0	0.6632302405498282	1.0515463917525774	0.0	1.4570446735395188	0.0	4.59106529209622	3.948453608247423	0.5910652920962199	0.8384879725085911	0.45017182130584193	2.2920962199312713	10.642611683848797
23424	0.8814814814814815	1.651851851851852	0.0	0.0	2.22962962962963	0.0	0.0	0.0	1.0074074074074073	5.703703703703703	3.9851851851851854	0.0	4.177777777777778	1.2074074074074075	1.9555555555555555	3.8814814814814813	0.0	6.496296296296296	3.22962962962963	0.5703703703703704	0.0	0.5407407407407407	0.0962962962962963	7.814814814814815
23425	0.0	0.8238993710691824	0.0	1.0314465408805031	5.169811320754717	0.0	0.0	0.0	0.8930817610062893	12.641509433962264	3.6163522012578615	2.40251572327044	3.5849056603773586	3.289308176100629	5.081761006289308	2.849056603773585	0.0	4.459119496855346	4.0062893081761	0.7232704402515723	0.7421383647798742	1.6666666666666667	1.20125786163522	5.610062893081761
