Assembly	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	# N's per 100 kbp
T3_N1P2K2_contigs_fixed	1307219	29813	6067	602	2289793456	254106367	97628600	20984373	1307219	186049	2289793456	62.71	1694	1250	392981	791505	0.00
