Assembly	# contigs (>= 1000 bp)	# contigs (>= 1200 bp)	# contigs (>= 1679 bp)	# contigs (>= 2500 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	Total length (>= 1000 bp)	Total length (>= 1200 bp)	Total length (>= 1679 bp)	Total length (>= 2500 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	# N's per 100 kbp
sample_20_contigs_fixed	305706	192937	80616	27322	4167	759	64	494609425	371808235	215307010	109090420	34157775	11890716	2184583	305706	65447	494609425	61.76	1544	1201	100516	192228	0.00
