bins	sample_01_reads_against_MAGs	sample_02_reads_against_MAGs	sample_03_reads_against_MAGs	sample_04_reads_against_MAGs	sample_05_reads_against_MAGs	sample_06_reads_against_MAGs	sample_07_reads_against_MAGs	sample_08_reads_against_MAGs	sample_09_reads_against_MAGs	sample_10_reads_against_MAGs	sample_11_reads_against_MAGs	sample_12_reads_against_MAGs	sample_13_reads_against_MAGs	sample_14_reads_against_MAGs	sample_15_reads_against_MAGs	sample_16_reads_against_MAGs	sample_17_reads_against_MAGs	sample_18_reads_against_MAGs	sample_19_reads_against_MAGs	sample_20_reads_against_MAGs	sample_21_reads_against_MAGs	sample_22_reads_against_MAGs	sample_23_reads_against_MAGs	sample_24_reads_against_MAGs
T3_N1K1_MAG_00002	10.851678830506955	4.888585938617826	3.2943413275258084	0.31055734104885746	8.719670352282037	5.197672061728465	1.1082463248416696	0.9543372895377333	3.0464575678969354	24.382579461991682	11.071057828702523	1.6194401548829298	14.825901080535534	13.7990687981929	2.7796840530634874	6.841509066044489	2.8080092146743394	11.442815846343528	12.673390719509735	3.151863820489125	9.58355129737565	15.903652114452989	1.8676750668597468	11.003356991426774
T3_N1K1_MAG_00004	7.987479018430816	0.011758455320191335	0.5117280711783653	0.00043294575621875164	0.26300259029991824	0.002585824633852427	0.0002794400319828431	0.00032936665103044444	6.277162006130573	1.2452397257200676	0.236645827069523	0.003486301325257246	1.154124267959589	0.6338905741535821	0.0005320538208953334	0.003068853536438642	9.736289919322164	0.24210970174359553	1.7881193246357479	0.0029326896252999087	0.24743582412652074	0.6517288349356438	0.00010581462544416993	0.004056779908791777
T3_N1K1_MAG_00005	9.084151238730419	0.006262816528219823	0.13520734467624418	0.0004269748042168032	0.055532519242872995	0.0016027385976985472	0.0006526614864456849	0.0	8.182385039314093	0.03936810276268066	0.010205722712331795	0.0006392422783131567	0.04734177357335707	0.012919434853448571	0.0019006434066689362	0.004153141154785239	12.673790764593644	0.015122235528350939	0.3291953846175705	0.007665759243547038	0.004322451627075135	0.04681857062173581	0.001040596819836207	0.012548437679914252
T3_N1K1_MAG_00006	22.126344068454017	0.00024968605509300177	1.731729923671248	0.0	0.22659464619144412	0.00015843913571076797	0.0	0.0	9.09524154884781	0.00713996600994987	0.008828188795790724	0.00398859716329446	0.023869848308494635	0.16832679024486294	0.0	0.0036310091551972276	28.22295841379181	0.005125135377895866	3.6386076740514737	0.0	0.02320674524358112	2.507303071004761	0.0	0.0008039551900026388
T3_N1P2K2_MAG_00001	0.11508931265680228	1.2549645001325271	0.03499012896297338	0.0061888754284270195	0.25293148666504145	0.0742553199417327	0.026189640049838425	0.0009808073526273847	0.020759458612281248	7.932896361277151	1.0415889090353299	0.20126140829709635	0.7701663906948714	1.2288599265086146	0.5346665321360564	0.055418717480949786	0.025065868419368913	4.853993475115528	1.0778759781137315	0.6499682855970834	0.4022681119341319	0.7941330778062304	0.13366812240978437	1.407584295955104
T3_N1P2K2_MAG_00006	0.543061564067979	2.3058821078189684	0.451236069450289	1.0008300545176274	0.4333885441281527	0.17881804891715988	0.6315899753107781	0.6677811906867329	0.035337356848457464	13.728441976240937	3.751513190054942	1.671313492930882	1.0941868714605527	2.52030191775304	2.567586501455477	3.1053386465412975	0.08712321225414577	7.452773064446391	4.403497718271773	6.915957134662788	1.1759519041684565	2.1735891131573077	2.0944295549904695	10.527264209803809
T3_N1P2K2_MAG_00007	0.0052837134632115245	1.728900780437704	0.26055628003438847	0.00042523853029362036	0.00846240163054791	0.0026270582926975115	0.035163166599205285	0.0	0.0005244547471271208	9.477534408476643	3.2419453581037287	0.025330217109472156	0.025504044797319676	0.043626117847057076	0.5633900211694723	0.009997088042954743	0.00518849648306633	8.449340858786478	4.003673898099415	0.04856862429054355	0.000944400140676614	0.11702905261325937	0.22747869722495928	0.005374028708728221
T7_N1P2K2_MAG_00004	16.521513891150033	8.289052604120323	4.89654540600277	0.8285655679061185	5.165244125037496	5.402513438795767	0.21418438403156614	0.3997615393644436	5.843623985661093	40.757459304898525	9.949968630146232	5.0791514631518835	9.964999186615833	14.674001376366448	0.8672474030633726	1.778549185736192	7.39244361688415	18.869050906519668	14.306052507697794	3.027705419996134	5.125860248572635	15.387856071910592	0.43504091104253534	5.901014736442376
T7_N1P2K2_MAG_00005	0.2663584153279274	2.135893896469232	0.37050790154599866	1.6269714912769735	0.5313267798230146	0.017196644173258713	1.3223060693974937	1.0856073121909804	0.01062549656868105	13.115107407674838	3.705563765557106	1.3264654629460868	1.4654526093420357	1.770051204564592	3.1582746240408532	5.387471932792896	0.028811105035081167	7.112722156879352	3.1624267704356184	9.49710382920423	1.2330539518485937	1.5904038136838607	3.120714009161157	15.508716994797469
T7_N1P2K2_MAG_00007	0.0009731242301117658	1.208448878395949	0.02752247263196506	2.775360872152285	0.0001221330287170464	5.780975270235959e-05	1.7957307964872344	1.402947037293165	0.0	8.16761073180547	3.5151738756237876	0.757300188409224	0.0012360297846197373	0.0017829153962201196	4.559677805178294	8.034185536016121	7.485404009622078e-05	4.34624578048833	1.2593004038314164	16.426039658495057	0.0005838687729990282	0.0029781964108417753	4.3197305623176385	15.044840671332329
