bins	sample_01_reads_against_MAGs	sample_02_reads_against_MAGs	sample_03_reads_against_MAGs	sample_04_reads_against_MAGs	sample_05_reads_against_MAGs	sample_06_reads_against_MAGs	sample_07_reads_against_MAGs	sample_08_reads_against_MAGs	sample_09_reads_against_MAGs	sample_10_reads_against_MAGs	sample_11_reads_against_MAGs	sample_12_reads_against_MAGs	sample_13_reads_against_MAGs	sample_14_reads_against_MAGs	sample_15_reads_against_MAGs	sample_16_reads_against_MAGs	sample_17_reads_against_MAGs	sample_18_reads_against_MAGs	sample_19_reads_against_MAGs	sample_20_reads_against_MAGs	sample_21_reads_against_MAGs	sample_22_reads_against_MAGs	sample_23_reads_against_MAGs	sample_24_reads_against_MAGs
T3_N1K1_MAG_00002	11.328698863911717	5.348591082064667	3.7388459461517694	0.8946144269134999	9.15191574992673	5.650279002790028	1.6142650849585418	1.4690405557901733	3.485258602586026	25.111342363423635	11.612690357672808	2.1491787994803024	15.236006302370717	14.25375609525326	3.2714401182473365	7.418766399202454	3.3381558815588157	12.046980469804698	13.195076662305084	4.001893192008843	10.010474431667394	16.348282425131945	2.399210242102421	11.803397072432263
T3_N1K1_MAG_00004	8.50827049347992	0.3573840538104629	1.0429868189999847	0.0343245505952259	0.7996236129062546	0.20317488586737628	0.01733049819686662	0.013174293454508467	6.76725439736149	1.8167689355085939	0.7965289076987219	0.2786799550958498	1.681202143565856	1.1826099624469855	0.04332550031874793	0.05786271595591405	10.306567325114319	0.7744140235675997	2.286789677410701	0.11761183842106694	0.7981474243639666	1.1782819952316352	0.03615581427148679	0.14688374065133372
T3_N1K1_MAG_00005	9.550861543660309	0.09404059066474488	0.6455651651996016	0.021934915620629228	0.5352794031624194	0.09286579998914264	0.018615491499846593	0.01580904710813015	8.6664844907502	0.4232021768395447	0.208008705406294	0.12622473147859545	0.5262153380329027	0.3278471137418181	0.04417054349622829	0.0882221440112819	13.153648713189435	0.17778559887181059	0.8805849066846565	0.12586363278702925	0.19594361736713917	0.4424416615175539	0.03562677766385006	0.1943052540469587
T3_N1K1_MAG_00006	22.33638592920577	0.08605130338506081	2.196621934850801	0.01385047752387153	0.7449549619296087	0.16486536149382564	0.005894078218960482	0.008020759393075042	9.450274369854109	0.22900345399139813	0.3237396382589943	0.3151517638861554	0.4251590113917356	0.7160376944910563	0.023538069924903902	0.07589266975906007	28.317448206452237	0.23667909407113003	4.090096661390383	0.023839349757903465	0.448163545513309	2.9916919520974394	0.011879566418211853	0.10523434067753451
T3_N1P2K2_MAG_00001	0.4306869140209319	1.7210592149234003	0.33899955567337886	0.2716202239555524	0.7677530888167844	0.5038902849291131	0.3932663980793142	0.1877074613267817	0.12831854111514782	8.365523988036786	1.5568062250533006	0.734960290641884	1.2747290167686627	1.7351649049178368	1.042386519354345	0.4486332289103543	0.13657928243117604	5.280307369474388	1.5548243042927925	1.1731253337116956	0.9180004555281326	1.2748910653010779	0.6380530279552388	1.903259266450353
T3_N1P2K2_MAG_00006	1.0584780020075497	2.78122577402989	0.9730240373565271	1.535413904554385	0.9549288202853422	0.672453197211246	1.1596654559903803	1.2055443303600994	0.4165188490221311	14.546748249886702	4.329636485463444	2.1836755430837576	1.6330952884911303	3.0408879187318933	3.1004015099475	3.6612850655700027	0.4804958621880734	8.100388199866769	4.994269847927458	7.702727462786962	1.7170744312699895	2.658669797024515	2.637744077663347	11.386722123172136
T3_N1P2K2_MAG_00007	0.29316434811444353	2.146212170632397	0.7695024762029019	0.12948692858424254	0.2728709004028247	0.12532141711651473	0.45403599328081934	0.030737125647590933	0.12716973541867127	9.880483117786802	3.647221950410707	0.43950834733162636	0.39584386602954047	0.48577746247642034	1.0590721170311659	0.2365691135139249	0.25029355643622486	8.887007273676142	4.439694538219417	0.4202681692407217	0.21143606177732113	0.657314311963512	0.7430919103456899	0.23153380519812342
T7_N1P2K2_MAG_00004	17.08966727803369	8.737170667731828	5.359430482546452	1.3780601465423015	5.618653884726524	5.918277396863209	0.6926365194259549	0.9101314559514705	6.321378132051836	40.89840986086497	10.408039149508308	5.57214457711946	10.410272686206328	15.131430148135227	1.3747934443014367	2.247733349021761	7.911095124511414	19.243509171021408	14.726122023628285	3.549730079911209	5.5927690109512795	15.758665190027802	0.9572892873841301	6.398772999802863
T7_N1P2K2_MAG_00005	0.7461524505857144	2.5370739059133505	0.9003390135996746	2.113886751196745	1.042360691971935	0.3449733140921277	1.792401304828839	1.5929228094847918	0.25922741895511714	13.611043851213465	4.157772352189952	1.827665122389957	1.9740801039689138	2.253711185077236	3.6201684040273725	5.858183461021737	0.2709784674782914	7.592927552592167	3.627884253950712	10.004708719847176	1.7324531707079918	2.0481247532101943	3.570062217711	16.054893167435246
T7_N1P2K2_MAG_00007	0.0899388366247119	1.704891394854078	0.43083999212999047	3.235170402457703	0.11647351311509495	0.06394317038537754	2.2423076076649164	1.8911209146816736	0.045708791910838965	8.725872393510986	3.9810101531662827	1.2984569722996029	0.1739252395081047	0.22714305844467458	5.054204854771062	8.53926908107785	0.035963250077435505	4.852751005183499	1.7593984369688114	17.13729520648757	0.15710917076179787	0.21200544331376014	4.809973758970776	15.614119243782742
